Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
3339,US-2022-111458-CHO-NUT-13000,26-09-2024,22-03-2028,Standard Class,111458,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
4212,US-2023-126529-OTH-KAZ-38000,11-01-2025,05-07-2028,Second Class,126529,United States,Springfield,Ohio,45503,Other,Atlantic,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9
4213,US-2023-126529-CHO-SCR-58000,11-01-2025,05-07-2028,Second Class,126529,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
4214,US-2023-133368-CHO-MIL-31000,14-01-2025,12-07-2028,Standard Class,133368,United States,Concord,North Carolina,28027,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26,8,16.88,9.12
3168,US-2022-129007-CHO-NUT-13000,13-09-2024,07-03-2028,First Class,129007,United States,Anaheim,California,92804,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
3169,US-2022-136728-CHO-MIL-31000,13-09-2024,09-03-2028,Second Class,136728,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
3170,US-2022-129007-OTH-LIC-15000,13-09-2024,07-03-2028,First Class,129007,United States,Anaheim,California,92804,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,100,5,50,50
4741,US-2023-118052-CHO-TRI-54000,06-05-2025,30-10-2028,Standard Class,118052,United States,Lorain,Ohio,44052,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
4742,US-2023-139234-CHO-NUT-13000,06-05-2025,30-10-2028,Standard Class,139234,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
4743,US-2023-128818-CHO-MIL-31000,07-05-2025,31-10-2028,Standard Class,128818,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
2997,US-2022-119627-CHO-SCR-58000,17-08-2024,13-02-2028,Standard Class,119627,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
2998,US-2022-119627-CHO-NUT-13000,17-08-2024,13-02-2028,Standard Class,119627,United States,Peoria,Arizona,85345,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
2999,US-2022-130456-OTH-LIC-15000,21-08-2024,16-02-2028,Standard Class,130456,United States,San Francisco,California,94122,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,120,6,60,60
3811,US-2022-130974-CHO-SCR-58000,27-11-2024,21-05-2028,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
3812,US-2022-130974-CHO-SCR-58000,27-11-2024,21-05-2028,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
3813,US-2022-125234-CHO-NUT-13000,27-11-2024,23-05-2028,Standard Class,125234,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
1943,US-2021-146864-SUG-NER-92000,22-12-2024,18-06-2027,Standard Class,146864,United States,New York City,New York,10024,Sugar,Atlantic,SUG-NER-92000,Nerds,6,4,2.8,3.2
1944,US-2021-154158-CHO-TRI-54000,23-12-2024,19-06-2027,Second Class,154158,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
1945,US-2021-114517-CHO-SCR-58000,23-12-2024,19-06-2027,Standard Class,114517,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
3508,US-2022-110289-CHO-MIL-31000,29-10-2024,24-04-2028,Standard Class,110289,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
3509,US-2022-131359-OTH-KAZ-38000,30-10-2024,24-04-2028,Second Class,131359,United States,Denver,Colorado,80219,Other,Pacific,OTH-KAZ-38000,Kazookles,13,4,1,12
3510,US-2022-132318-CHO-MIL-31000,30-10-2024,24-04-2028,First Class,132318,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
3472,US-2022-155068-CHO-SCR-58000,23-10-2024,14-04-2028,Same Day,155068,United States,Lakeland,Florida,33801,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
3473,US-2022-109190-CHO-SCR-58000,23-10-2024,19-04-2028,Standard Class,109190,United States,Lubbock,Texas,79424,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
3474,US-2022-142692-CHO-SCR-58000,23-10-2024,19-04-2028,Standard Class,142692,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
9922,US-2024-148446-CHO-TRI-54000,10-12-2025,06-06-2030,Second Class,148446,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
9923,US-2024-152695-CHO-MIL-31000,10-12-2025,02-06-2030,Same Day,152695,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
9924,US-2024-140907-OTH-LIC-15000,10-12-2025,04-06-2030,Second Class,140907,United States,Seattle,Washington,98103,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,60,3,30,30
1292,US-2021-152422-CHO-SCR-58000,05-10-2024,02-04-2027,Second Class,152422,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
1293,US-2021-152233-CHO-SCR-58000,05-10-2024,29-03-2027,First Class,152233,United States,Pomona,California,91767,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
1294,CA-2021-131807-CHO-MIL-31000,05-10-2024,02-04-2027,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
10004,US-2024-137463-CHO-SCR-58000,16-12-2025,12-06-2030,Second Class,137463,United States,Sunnyvale,California,94086,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
10005,US-2024-111808-CHO-FUD-51000,16-12-2025,12-06-2030,Standard Class,111808,United States,Tulsa,Oklahoma,74133,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
10006,US-2024-137463-CHO-MIL-31000,16-12-2025,12-06-2030,Second Class,137463,United States,Sunnyvale,California,94086,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
3730,US-2022-146465-CHO-SCR-58000,20-11-2024,16-05-2028,Standard Class,146465,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9
3731,US-2022-163965-CHO-SCR-58000,20-11-2024,19-05-2028,Standard Class,163965,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
3732,US-2022-163965-CHO-SCR-58000,20-11-2024,19-05-2028,Standard Class,163965,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
2339,US-2022-167010-CHO-FUD-51000,05-04-2024,01-10-2027,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
2340,US-2022-167010-CHO-FUD-51000,05-04-2024,01-10-2027,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4
2341,US-2022-102855-CHO-FUD-51000,05-04-2024,27-09-2027,Same Day,102855,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
767,US-2021-150434-CHO-NUT-13000,19-07-2024,14-01-2027,Standard Class,150434,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
768,US-2021-150434-CHO-MIL-31000,19-07-2024,14-01-2027,Standard Class,150434,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
769,US-2021-143903-CHO-TRI-54000,20-07-2024,14-01-2027,Standard Class,143903,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
416,US-2021-107811-CHO-MIL-31000,29-04-2024,24-10-2026,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
417,US-2021-142727-CHO-MIL-31000,29-04-2024,22-10-2026,Second Class,142727,United States,Lake Charles,Louisiana,70601,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
418,US-2021-134061-CHO-SCR-58000,29-04-2024,25-10-2026,Standard Class,134061,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
419,US-2021-142727-CHO-NUT-13000,29-04-2024,22-10-2026,Second Class,142727,United States,Lake Charles,Louisiana,70601,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
420,US-2021-107811-CHO-MIL-31000,29-04-2024,24-10-2026,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
421,US-2021-118304-CHO-SCR-58000,29-04-2024,25-10-2026,Standard Class,118304,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
599,US-2021-160262-CHO-SCR-58000,09-06-2024,04-12-2026,Second Class,160262,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
600,US-2021-115812-CHO-SCR-58000,09-06-2024,05-12-2026,Standard Class,115812,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9
601,US-2021-132612-CHO-SCR-58000,09-06-2024,02-12-2026,Second Class,132612,United States,Harrisonburg,Virginia,22801,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7
2691,US-2022-104941-CHO-SCR-58000,13-06-2024,10-12-2027,Standard Class,104941,United States,Decatur,Alabama,35601,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
2692,US-2022-155054-CHO-SCR-58000,13-06-2024,10-12-2027,Standard Class,155054,United States,Lewiston,Maine,4240,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
2693,US-2022-104941-CHO-SCR-58000,13-06-2024,10-12-2027,Standard Class,104941,United States,Decatur,Alabama,35601,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
4958,US-2023-167472-CHO-MIL-31000,06-06-2025,27-11-2028,First Class,167472,United States,Little Rock,Arkansas,72209,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
4959,US-2023-108350-OTH-KAZ-38000,06-06-2025,29-11-2028,Second Class,108350,United States,Lowell,Massachusetts,1852,Other,Atlantic,OTH-KAZ-38000,Kazookles,13,4,1,12
4960,US-2023-127369-CHO-MIL-31000,06-06-2025,27-11-2028,First Class,127369,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2345,US-2022-167010-CHO-TRI-54000,05-04-2024,01-10-2027,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15,4,9.8,5.2
2346,US-2022-102855-CHO-TRI-54000,05-04-2024,27-09-2027,Same Day,102855,United States,Spokane,Washington,99207,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8
2347,US-2022-167010-CHO-SCR-58000,05-04-2024,01-10-2027,Standard Class,167010,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
9141,US-2024-158743-CHO-SCR-58000,20-10-2025,19-04-2030,Standard Class,158743,United States,Little Rock,Arkansas,72209,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9142,US-2024-115252-CHO-SCR-58000,20-10-2025,17-04-2030,Standard Class,115252,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
9143,US-2024-147277-OTH-LIC-15000,20-10-2025,16-04-2030,Standard Class,147277,United States,Akron,Ohio,44312,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,40,2,20,20
425,US-2021-115056-CHO-SCR-58000,02-05-2024,23-10-2026,Same Day,115056,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
426,US-2021-124618-CHO-SCR-58000,02-05-2024,25-10-2026,Second Class,124618,United States,Lakeland,Florida,33801,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
427,US-2021-135755-CHO-FUD-51000,03-05-2024,31-10-2026,Standard Class,135755,United States,Yonkers,New York,10701,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
776,US-2021-141726-CHO-FUD-51000,20-07-2024,12-01-2027,First Class,141726,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
777,US-2021-141726-CHO-FUD-51000,20-07-2024,12-01-2027,First Class,141726,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
778,US-2021-127866-CHO-MIL-31000,20-07-2024,13-01-2027,First Class,127866,United States,Riverside,California,92503,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6006,US-2023-161746-CHO-SCR-58000,21-10-2025,18-04-2029,Standard Class,161746,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6007,US-2023-138478-CHO-SCR-58000,21-10-2025,17-04-2029,Second Class,138478,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
6008,US-2023-138478-CHO-TRI-54000,21-10-2025,17-04-2029,Second Class,138478,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
8098,US-2024-121083-CHO-SCR-58000,09-07-2025,05-01-2030,Standard Class,121083,United States,Manchester,Connecticut,6040,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
8099,US-2024-121083-CHO-SCR-58000,09-07-2025,05-01-2030,Standard Class,121083,United States,Manchester,Connecticut,6040,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
8100,US-2024-132122-CHO-SCR-58000,09-07-2025,04-01-2030,Standard Class,132122,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
2525,US-2022-155635-CHO-SCR-58000,09-05-2024,03-11-2027,Standard Class,155635,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
2526,US-2022-129217-CHO-MIL-31000,10-05-2024,31-10-2027,Same Day,129217,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
2527,US-2022-129217-CHO-SCR-58000,10-05-2024,31-10-2027,Same Day,129217,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
428,US-2021-135755-CHO-SCR-58000,03-05-2024,31-10-2026,Standard Class,135755,United States,Yonkers,New York,10701,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
429,US-2021-130274-CHO-MIL-31000,03-05-2024,26-10-2026,First Class,130274,United States,Appleton,Wisconsin,54915,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
430,US-2021-155271-CHO-TRI-54000,04-05-2024,25-10-2026,Same Day,155271,United States,Middletown,Connecticut,6457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
4266,US-2023-153661-CHO-TRI-54000,30-01-2025,23-07-2028,First Class,153661,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
4267,US-2023-153661-CHO-TRI-54000,30-01-2025,23-07-2028,First Class,153661,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7
4268,US-2023-114944-CHO-FUD-51000,30-01-2025,27-07-2028,Standard Class,114944,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
1831,US-2021-129364-CHO-SCR-58000,08-12-2024,05-06-2027,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36,10,25,11
1832,US-2021-129364-CHO-SCR-58000,08-12-2024,05-06-2027,Standard Class,129364,United States,Salem,Oregon,97301,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
1833,US-2021-169649-CHO-FUD-51000,09-12-2024,07-06-2027,Standard Class,169649,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2354,US-2022-124541-CHO-SCR-58000,06-04-2024,01-10-2027,Standard Class,124541,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
2355,US-2022-140025-CHO-TRI-54000,07-04-2024,02-10-2027,Standard Class,140025,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30,8,19.6,10.4
2356,US-2022-130554-CHO-NUT-13000,07-04-2024,30-09-2027,First Class,130554,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
431,US-2021-148194-CHO-NUT-13000,04-05-2024,28-10-2026,First Class,148194,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
432,US-2021-148194-CHO-MIL-31000,04-05-2024,28-10-2026,First Class,148194,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
433,US-2021-111899-CHO-MIL-31000,04-05-2024,26-10-2026,First Class,111899,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
8627,US-2024-147361-CHO-SCR-58000,09-09-2025,08-03-2030,Standard Class,147361,United States,Florence,South Carolina,29501,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
8628,US-2024-100825-CHO-MIL-31000,09-09-2025,07-03-2030,Standard Class,100825,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8629,US-2024-147228-CHO-SCR-58000,09-09-2025,07-03-2030,Standard Class,147228,United States,Columbia,Tennessee,38401,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
2357,US-2022-166492-CHO-NUT-13000,07-04-2024,01-10-2027,First Class,166492,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
2358,US-2022-166492-CHO-SCR-58000,07-04-2024,01-10-2027,First Class,166492,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
2359,US-2022-140025-CHO-FUD-51000,07-04-2024,02-10-2027,Standard Class,140025,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2
2007,US-2021-110786-CHO-FUD-51000,29-12-2024,25-06-2027,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8
2008,US-2021-102330-CHO-FUD-51000,29-12-2024,26-06-2027,Standard Class,102330,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2
2009,US-2021-110786-CHO-NUT-13000,29-12-2024,25-06-2027,Standard Class,110786,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
3925,US-2022-114741-CHO-SCR-58000,06-12-2024,01-06-2028,Standard Class,114741,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
3926,US-2022-114741-CHO-MIL-31000,06-12-2024,01-06-2028,Standard Class,114741,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
3927,US-2022-127040-CHO-FUD-51000,06-12-2024,01-06-2028,Standard Class,127040,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4
4450,US-2023-158834-CHO-SCR-58000,13-03-2025,05-09-2028,First Class,158834,United States,Scottsdale,Arizona,85254,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
4451,US-2023-114013-CHO-SCR-58000,13-03-2025,04-09-2028,Second Class,114013,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
4452,CA-2023-139675-CHO-SCR-58000,13-03-2025,07-09-2028,Second Class,139675,Canada,Calgary,Alberta,T2C,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
4972,US-2023-122448-CHO-SCR-58000,09-06-2025,04-12-2028,Standard Class,122448,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
4973,US-2023-154662-CHO-SCR-58000,09-06-2025,06-12-2028,Standard Class,154662,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
4974,US-2023-147368-CHO-NUT-13000,09-06-2025,02-12-2028,First Class,147368,United States,Tallahassee,Florida,32303,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
4100,US-2022-117828-CHO-SCR-58000,23-12-2024,17-06-2028,First Class,117828,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
4101,US-2022-103471-CHO-TRI-54000,24-12-2024,19-06-2028,Standard Class,103471,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1
4102,US-2022-135538-CHO-MIL-31000,24-12-2024,19-06-2028,Standard Class,135538,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
3577,US-2022-105571-CHO-NUT-13000,07-11-2024,03-05-2028,Standard Class,105571,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9
3578,US-2022-134922-CHO-FUD-51000,07-11-2024,03-05-2028,Standard Class,134922,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
3579,US-2022-148432-CHO-NUT-13000,07-11-2024,02-05-2028,Second Class,148432,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
2363,US-2022-134201-CHO-TRI-54000,10-04-2024,07-10-2027,Standard Class,134201,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
2364,US-2022-168767-CHO-FUD-51000,10-04-2024,06-10-2027,Standard Class,168767,United States,Sacramento,California,95823,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2365,US-2022-134201-CHO-MIL-31000,10-04-2024,07-10-2027,Standard Class,134201,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
440,US-2021-166457-CHO-SCR-58000,05-05-2024,30-10-2026,Second Class,166457,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
